exec_name,company,end_year,ticker,avg_close_before,avg_close_after,price_change,percent_change,volatility_before,volatility_after,volatility_change,avg_close_before_3mo,avg_close_after_3mo,price_change_3mo,percent_change_3mo,volatility_before_3mo,volatility_after_3mo,volatility_change_3mo,avg_close_before_1mo,avg_close_after_1mo,price_change_1mo,percent_change_1mo,volatility_before_1mo,volatility_after_1mo,volatility_change_1mo,tic,execid,start_year,end_month,tenure_len
J. Lanni,MGM RESORTS INTERNATIONAL,2008,MGM,78.48,39.52,-38.96,-49.64,9.6,20.48,10.88,89.72,66.92,-22.8,-25.41,4.19,5.4,1.21,86.49,72.07,-14.42,-16.67,3.34,3.3,-0.04,MGM,4766,2000,1,9
John Redmond,MGM RESORTS INTERNATIONAL,2007,MGM,60.61,66.95,6.34,10.46,16.23,20.19,3.96,77.44,85.62,8.18,10.56,8.35,7.91,-0.44,81.63,77.04,-4.59,-5.62,5.5,4.9,-0.6,MGM,23281,2000,8,8
James Murren,MGM RESORTS INTERNATIONAL,2020,MGM,28.93,21.93,-7.0,-24.2,2.47,6.9,4.43,32.05,14.77,-17.28,-53.92,1.85,3.46,1.61,30.72,14.73,-15.99,-52.05,2.6,5.4,2.8,MGM,23285,2000,3,21
A. Myers,WASTE MANAGEMENT INC,2004,WM,24.52,28.77,4.25,17.33,2.56,1.07,-1.49,27.6,28.85,1.25,4.53,1.57,0.65,-0.92,29.31,28.35,-0.96,-3.28,0.19,0.63,0.44,WM,12887,2000,1,5
David Steiner,WASTE MANAGEMENT INC,2016,WM,59.43,73.06,13.63,22.93,4.99,3.25,-1.74,63.99,69.28,5.29,8.27,1.37,1.84,0.47,62.84,67.68,4.84,7.7,0.87,2.37,1.5,WM,26530,2001,11,16
James Flores,FREEPORT-MCMORAN INC,2016,FCX,12.33,12.42,0.09,0.73,5.62,1.95,-3.67,7.02,11.1,4.08,58.12,2.39,0.9,-1.49,9.82,10.99,1.17,11.91,0.79,1.36,0.57,FCX,19144,2013,4,4
John Richels,DEVON ENERGY CORP,2015,DVN,67.49,53.0,-14.49,-21.47,6.96,11.05,4.09,60.61,60.99,0.38,0.63,3.68,2.69,-0.99,58.56,59.71,1.15,1.96,3.02,1.4,-1.62,DVN,26816,2001,1,15
Thomas Mac Mahon,LABCORP HOLDINGS INC,2006,LH,46.53,61.32,14.79,31.79,3.84,4.34,0.5,50.79,56.49,5.7,11.22,1.45,1.97,0.52,52.44,53.99,1.55,2.96,0.76,0.75,-0.01,LH,15774,2000,7,7
David King,LABCORP HOLDINGS INC,2020,LH,138.43,153.54,15.11,10.92,10.29,19.02,8.73,144.37,143.38,-0.99,-0.69,2.17,22.44,20.27,145.22,151.4,6.18,4.26,1.4,3.72,2.32,LH,29709,2004,1,17
James Boyle,LABCORP HOLDINGS INC,2015,LH,102.04,107.95,5.91,5.79,5.09,8.69,3.6,101.07,98.78,-2.29,-2.27,3.98,6.34,2.36,104.83,105.95,1.12,1.07,1.25,1.37,0.12,LH,41319,2010,12,6
Joseph Herring,LABCORP HOLDINGS INC,2015,LH,96.3,102.61,6.31,6.55,7.69,5.65,-2.04,104.09,103.29,-0.8,-0.77,2.67,3.97,1.3,103.05,105.0,1.95,1.89,0.94,1.92,0.98,LH,18371,2015,7,1
John Ratliff,LABCORP HOLDINGS INC,2019,LH,135.7,148.73,13.03,9.6,11.79,16.67,4.88,143.73,147.37,3.64,2.53,2.8,3.98,1.18,142.9,145.27,2.37,1.66,1.69,2.5,0.81,LH,24098,2016,11,4
Deborah L. Keller,LABCORP HOLDINGS INC,2016,LH,103.39,108.24,4.85,4.69,3.72,8.7,4.98,103.16,95.97,-7.19,-6.97,4.04,3.88,-0.16,106.03,97.87,-8.16,-7.7,1.38,3.61,2.23,LH,51015,2016,1,1
Gary Huff,LABCORP HOLDINGS INC,2018,LH,147.57,136.06,-11.51,-7.8,7.19,11.99,4.8,143.6,118.22,-25.38,-17.67,4.97,7.24,2.27,140.4,114.79,-25.61,-18.24,4.47,7.36,2.89,LH,55043,2017,12,2
William Greehey,VALERO ENERGY CORP,2005,VLO,33.27,52.72,19.45,58.46,9.72,5.24,-4.48,46.19,49.16,2.97,6.43,4.53,3.72,-0.81,46.91,45.89,-1.02,-2.17,2.51,1.85,-0.66,VLO,996,2000,11,6
William Klesse,VALERO ENERGY CORP,2014,VLO,49.69,56.7,7.01,14.11,5.6,6.63,1.03,50.45,48.48,-1.97,-3.9,2.3,2.16,-0.14,49.39,46.58,-2.81,-5.69,2.64,1.94,-0.7,VLO,5447,2002,10,13
Andrew Silvernail,IDEX CORP,2020,IEX,161.25,207.9,46.65,28.93,14.04,15.02,0.98,173.17,190.31,17.14,9.9,8.52,6.89,-1.63,181.19,185.8,4.61,2.54,3.39,7.1,3.71,IEX,40951,2010,10,11
Thomas Oland,BIO-TECHNE CORP,2013,TECH,17.41,18.63,1.22,7.01,0.56,2.09,1.53,17.46,17.17,-0.29,-1.66,0.39,0.3,-0.09,17.3,17.45,0.15,0.87,0.18,0.25,0.07,TECH,18163,2000,1,14
John Thompson,GEN DIGITAL INC,2008,GEN,18.57,17.49,-1.08,-5.82,1.33,3.08,1.75,18.33,16.87,-1.46,-7.97,1.57,0.89,-0.68,16.97,16.09,-0.88,-5.19,0.64,0.95,0.31,GEN,19772,2000,1,9
Stephen Bennett,GEN DIGITAL INC,2013,GEN,19.6,22.84,3.24,16.53,3.49,1.95,-1.54,24.21,24.19,-0.02,-0.08,0.55,1.82,1.27,23.99,22.27,-1.72,-7.17,0.79,0.28,-0.51,GEN,20241,2012,6,2
Michael Brown,GEN DIGITAL INC,2016,GEN,19.56,27.21,7.65,39.11,1.41,2.99,1.58,18.82,24.14,5.32,28.27,1.76,1.22,-0.54,20.6,22.83,2.23,10.83,0.26,1.14,0.88,GEN,4834,2013,8,4
Gregory Clark,GEN DIGITAL INC,2019,GEN,21.44,22.39,0.95,4.43,1.96,2.88,0.92,23.16,21.33,-1.83,-7.9,0.71,2.07,1.36,23.94,20.51,-3.43,-14.33,0.5,1.59,1.09,GEN,51776,2016,5,4
William Thomas,EOG RESOURCES INC,2021,EOG,54.9,95.73,40.83,74.37,13.69,19.03,5.34,74.44,76.64,2.2,2.96,4.84,7.71,2.87,80.31,85.06,4.75,5.91,2.72,2.08,-0.64,EOG,42776,2011,6,11
John Riccitiello,ELECTRONIC ARTS INC,2012,EA,21.06,14.61,-6.45,-30.63,2.48,2.19,-0.29,22.52,17.76,-4.76,-21.14,1.52,1.12,-0.4,21.29,18.76,-2.53,-11.88,1.08,1.06,-0.02,EA,15533,2000,1,13
Benjamin Breier,KINDRED HEALTHCARE INC,2017,KND,10.56,8.41,-2.15,-20.36,1.94,1.57,-0.37,8.21,7.83,-0.38,-4.63,1.37,0.76,-0.61,7.63,7.52,-0.11,-1.44,0.44,0.48,0.04,KND,38946,2007,1,11
John Legere,T-MOBILE US INC,2020,TMUS,76.45,107.84,31.39,41.06,3.56,16.09,12.53,78.73,87.18,8.45,10.73,2.08,6.43,4.35,80.32,91.67,11.35,14.13,1.37,6.95,5.58,TMUS,27292,2013,2,8
Ray Seegmiller,COTERRA ENERGY INC,2002,CTRA,2.14,1.87,-0.27,-12.62,0.28,0.15,-0.13,1.88,1.81,-0.07,-3.72,0.12,0.16,0.04,1.9,1.85,-0.05,-2.63,0.07,0.11,0.04,CTRA,13146,2000,1,3
Thomas Quindlen,SYNCHRONY FINANCIAL,2022,SYF,39.24,32.92,-6.32,-16.11,7.0,2.71,-4.29,32.27,34.25,1.98,6.14,2.2,2.19,-0.01,31.05,32.67,1.62,5.22,1.85,1.88,0.03,SYF,48392,2013,10,10
Alberto Casellas,SYNCHRONY FINANCIAL,2021,SYF,25.74,45.28,19.54,75.91,6.02,4.61,-1.41,30.06,38.6,8.54,28.41,2.64,2.33,-0.31,33.02,36.64,3.62,10.96,0.85,1.82,0.97,SYF,61473,2021,1,1
S. Ellenbogen,HOLOGIC INC,2001,HOLX,1.72,1.63,-0.09,-5.23,0.26,0.45,0.19,1.44,1.46,0.02,1.39,0.15,0.23,0.08,1.33,1.57,0.24,18.05,0.07,0.21,0.14,HOLX,13943,2000,1,2
John Cumming,HOLOGIC INC,2014,HOLX,21.62,24.03,2.41,11.15,1.08,1.99,0.91,22.05,21.58,-0.47,-2.13,0.61,0.52,-0.09,22.28,21.8,-0.48,-2.15,0.24,0.54,0.3,HOLX,22966,2001,1,14
Richard Bracken,HCA HEALTHCARE INC,2013,HCA,33.87,46.9,13.03,38.47,4.33,5.4,1.07,38.68,39.19,0.51,1.32,1.38,1.75,0.37,38.41,38.08,-0.33,-0.86,1.39,1.22,-0.17,HCA,16865,2000,7,14
R. Johnson,HCA HEALTHCARE INC,2019,HCA,114.31,131.05,16.74,14.64,17.27,8.26,-9.01,134.22,134.27,0.05,0.04,7.01,6.05,-0.96,128.87,131.11,2.24,1.74,8.79,5.61,-3.18,HCA,28168,2002,1,18
John Adams,AUTOZONE INC,2001,AZO,25.09,42.35,17.26,68.79,2.36,15.29,12.93,25.73,26.8,1.07,4.16,1.27,1.31,0.04,26.24,27.81,1.57,5.98,0.95,1.2,0.25,AZO,12317,2000,1,2
Stephen Odland,AUTOZONE INC,2005,AZO,83.92,91.05,7.13,8.5,5.97,6.02,0.05,90.9,87.02,-3.88,-4.27,3.03,4.75,1.72,94.6,90.14,-4.46,-4.71,1.73,6.37,4.64,AZO,22758,2001,3,5
David Shaw,IDEXX LABS INC,2002,IDXX,6.3,7.32,1.02,16.19,0.7,0.73,0.03,6.69,6.62,-0.07,-1.05,0.53,0.26,-0.27,7.26,6.45,-0.81,-11.16,0.12,0.25,0.13,IDXX,7791,2000,1,3
Dennis Bakke,AES CORP (THE),2002,AES,36.77,5.51,-31.26,-85.01,15.33,4.16,-11.17,14.8,10.78,-4.02,-27.16,1.41,4.3,2.89,15.33,15.84,0.51,3.33,1.04,1.31,0.27,AES,3893,2000,1,3
Paul Hanrahan,AES CORP (THE),2011,AES,12.14,12.06,-0.08,-0.66,0.81,0.93,0.12,11.87,10.87,-1.0,-8.42,1.0,0.7,-0.3,10.65,10.4,-0.25,-2.35,0.62,0.38,-0.24,AES,20985,2000,9,12
Kenneth Horton,VERTEX PHARMACEUTICALS INC,2014,VRTX,74.6,113.28,38.68,51.85,7.2,12.86,5.66,70.12,95.38,25.26,36.02,7.58,6.82,-0.76,75.9,95.93,20.03,26.39,10.41,2.98,-7.43,VRTX,44365,2012,7,3
Edward Kaplan,ZEBRA TECHNOLOGIES CP  -CL A,2007,ZBRA,37.35,34.21,-3.14,-8.41,2.3,2.6,0.3,38.19,36.31,-1.88,-4.92,2.39,1.48,-0.91,35.51,36.27,0.76,2.14,0.72,0.5,-0.22,ZBRA,8765,2000,9,8
James Mullen,BIOGEN INC,2010,BIIB,48.94,56.36,7.42,15.16,2.48,5.32,2.84,47.81,55.83,8.02,16.77,2.75,2.23,-0.52,50.11,53.68,3.57,7.12,2.19,0.64,-1.55,BIIB,13278,2003,1,8
George Scangos,BIOGEN INC,2017,BIIB,280.2,291.05,10.85,3.87,23.65,23.95,0.3,296.43,282.75,-13.68,-4.61,13.22,9.61,-3.61,287.6,284.46,-3.14,-1.09,4.16,8.04,3.88,BIIB,41346,2010,1,8
John Cox,BIOGEN INC,2016,BIIB,299.44,283.63,-15.81,-5.28,45.55,22.61,-22.94,266.75,276.76,10.01,3.75,9.86,32.33,22.47,269.65,246.83,-22.82,-8.46,8.24,19.03,10.79,BIIB,43232,2011,6,6
Michel Vounatsos,BIOGEN INC,2022,BIIB,222.35,279.94,57.59,25.9,23.67,16.97,-6.7,229.79,288.25,58.46,25.44,30.55,9.01,-21.54,267.59,294.51,26.92,10.06,9.09,9.39,0.3,BIIB,51476,2016,11,7
John Milligan,GILEAD SCIENCES INC,2018,GILD,76.05,67.57,-8.48,-11.15,4.89,3.71,-1.18,74.35,72.49,-1.86,-2.5,3.05,3.14,0.09,75.78,74.44,-1.34,-1.77,1.89,1.63,-0.26,GILD,26635,2001,9,18
Brian Jellison,ROPER TECHNOLOGIES INC,2018,ROP,264.84,316.87,52.03,19.65,17.24,35.08,17.84,279.62,293.96,14.34,5.13,7.56,11.05,3.49,284.44,296.97,12.53,4.41,8.57,2.65,-5.92,ROP,14340,2002,8,17
Chi-Foon Chan,SYNOPSYS INC,2022,SNPS,287.66,316.51,28.85,10.03,40.48,25.31,-15.17,337.23,312.5,-24.73,-7.33,24.16,17.88,-6.28,358.13,320.14,-37.99,-10.61,11.13,21.42,10.29,SNPS,14027,2000,1,23
Dennis Reilley,LINDE PLC,2006,LIN,47.7,56.17,8.47,17.76,2.8,3.33,0.53,50.27,53.76,3.49,6.94,2.65,1.67,-0.98,53.14,52.74,-0.4,-0.75,0.6,0.72,0.12,LIN,16454,2000,1,7
Stephen Angel,LINDE PLC,2022,LIN,295.17,305.44,10.27,3.48,25.55,20.55,-5.0,323.98,309.4,-14.58,-4.5,14.61,18.48,3.87,334.68,326.93,-7.75,-2.32,7.93,11.75,3.82,LIN,23103,2001,1,22
James Tobin,BOSTON SCIENTIFIC CORP,2009,BSX,11.51,9.16,-2.35,-20.42,2.27,1.24,-1.03,7.89,7.93,0.04,0.51,1.25,0.74,-0.51,7.27,7.9,0.63,8.67,0.48,0.44,-0.04,BSX,1160,2000,1,10
Les Vinney,STERIS PLC,2007,STE,24.22,27.68,3.46,14.29,1.32,1.55,0.23,25.12,25.93,0.81,3.22,0.87,0.68,-0.19,25.73,25.41,-0.32,-1.24,0.36,0.31,-0.05,STE,16742,2000,1,8
Walter Rosebrough,STERIS PLC,2021,STE,165.35,210.61,45.26,27.37,18.8,17.84,-0.96,189.27,190.35,1.08,0.57,5.2,12.87,7.67,192.03,180.72,-11.31,-5.89,4.76,4.94,0.18,STE,33815,2007,2,15
Orin Smith,STARBUCKS CORP,2005,SBUX,11.06,13.4,2.34,21.16,1.85,1.13,-0.72,13.69,13.4,-0.29,-2.12,1.15,0.77,-0.38,14.9,14.21,-0.69,-4.63,0.49,0.66,0.17,SBUX,13422,2000,1,6
James Donald,STARBUCKS CORP,2008,SBUX,14.12,7.61,-6.51,-46.1,1.85,1.69,-0.16,11.96,9.24,-2.72,-22.74,1.11,0.43,-0.68,10.7,9.66,-1.04,-9.72,0.5,0.31,-0.19,SBUX,25850,2003,1,6
Gregory Blatt,MATCH GROUP INC,2013,MTCH,13.87,19.25,5.38,38.79,1.36,1.25,-0.11,15.65,19.3,3.65,23.32,0.5,1.61,1.11,16.06,17.7,1.64,10.21,0.3,1.44,1.14,MTCH,29994,2003,12,11
Joseph Levin,MATCH GROUP INC,2019,MTCH,43.4,67.43,24.03,55.37,6.8,10.64,3.84,45.98,52.97,6.99,15.2,6.66,4.81,-1.85,41.09,47.61,6.52,15.87,1.43,4.02,2.59,MTCH,49689,2015,1,5
Margaret Whitman,HEWLETT PACKARD ENTERPRISE,2018,HPE,13.8,16.14,2.34,16.96,0.6,1.29,0.69,14.21,16.99,2.78,19.56,0.53,1.46,0.93,14.49,15.85,1.36,9.39,0.24,0.77,0.53,HPE,5706,2012,1,7
Patrick Murphy,FORTIVE CORP,2022,FTV,71.99,62.66,-9.33,-12.96,3.06,4.68,1.62,74.99,65.55,-9.44,-12.59,2.56,5.28,2.72,74.58,71.83,-2.75,-3.69,1.26,1.5,0.24,FTV,50086,2015,1,8
Stephen Bennett,INTUIT INC,2008,INTU,29.68,27.5,-2.18,-7.35,1.42,2.73,1.31,30.8,28.88,-1.92,-6.23,1.15,1.79,0.64,30.37,30.44,0.07,0.23,0.99,0.69,-0.3,INTU,20241,2000,1,9
Dominic Frederico,CHUBB LTD,2003,CB,34.79,32.98,-1.81,-5.2,5.03,3.32,-1.71,31.7,28.55,-3.15,-9.94,1.91,1.68,-0.23,31.15,30.0,-1.15,-3.69,1.56,1.31,-0.25,CB,22917,2000,1,4
Richard Fain,ROYAL CARIBBEAN GROUP,2021,RCL,81.35,62.23,-19.12,-23.5,7.9,18.65,10.75,83.45,79.01,-4.44,-5.32,4.59,6.56,1.97,86.72,82.44,-4.28,-4.94,2.71,8.66,5.95,RCL,46764,2007,11,15
Klaus-Christian Kleinfeld,HOWMET AEROSPACE INC,2017,HWM,23.19,25.85,2.66,11.47,3.97,1.85,-2.12,25.62,26.57,0.95,3.71,3.31,1.3,-2.01,27.12,26.44,-0.68,-2.51,0.79,0.55,-0.24,HWM,32501,2007,4,11
David Hess,HOWMET AEROSPACE INC,2018,HWM,26.12,20.23,-5.89,-22.55,1.79,2.22,0.43,27.09,21.38,-5.71,-21.08,2.44,2.77,0.33,25.49,24.0,-1.49,-5.85,1.54,0.8,-0.74,HWM,40915,2017,3,2
Tolga Oal,HOWMET AEROSPACE INC,2021,HWM,29.13,33.56,4.43,15.21,4.94,2.38,-2.56,32.19,30.79,-1.4,-4.35,0.88,1.19,0.31,31.58,30.93,-0.65,-2.06,0.56,0.82,0.26,HWM,60128,2020,10,2
John Lovato,JABIL INC,2011,JBL,14.96,19.57,4.61,30.82,1.95,1.79,-0.16,15.81,20.87,5.06,32.01,1.84,0.87,-0.97,17.91,20.7,2.79,15.58,1.65,0.56,-1.09,JBL,31193,2004,1,8
Hwai Chiang,JABIL INC,2013,JBL,21.19,20.31,-0.88,-4.15,2.74,1.95,-0.79,18.09,19.2,1.11,6.14,0.76,0.5,-0.26,18.74,19.53,0.79,4.22,0.56,0.31,-0.25,JBL,43727,2012,1,2
Alessandro Parimbelli,JABIL INC,2017,JBL,20.24,28.39,8.15,40.27,1.67,2.13,0.46,21.79,25.58,3.79,17.39,1.07,1.94,0.87,22.61,23.54,0.93,4.11,1.45,0.36,-1.09,JBL,50295,2016,1,2
Michael Loparco,JABIL INC,2022,JBL,55.93,60.96,5.03,8.99,7.04,5.18,-1.86,63.19,61.65,-1.54,-2.44,3.11,4.8,1.69,65.1,66.17,1.07,1.64,4.26,4.62,0.36,JBL,57616,2019,1,4
Thomas Richards,CDW CORP,2018,CDW,79.5,106.3,26.8,33.71,7.22,15.38,8.16,86.94,86.13,-0.81,-0.93,3.47,6.42,2.95,89.2,86.03,-3.17,-3.55,1.83,6.43,4.6,CDW,14210,2009,12,10
Dogan Civgin,ALLSTATE CORP,2022,ALL,126.28,128.09,1.81,1.43,7.83,7.71,-0.12,125.52,130.87,5.35,4.26,6.16,6.43,0.27,130.65,137.28,6.63,5.07,7.28,5.67,-1.61,ALL,29081,2008,4,15
Douglas Crocker II,EQUITY RESIDENTIAL,2002,EQR,27.24,26.8,-0.44,-1.62,1.32,2.01,0.69,27.55,27.73,0.18,0.65,1.11,0.96,-0.15,28.63,27.76,-0.87,-3.04,0.36,0.63,0.27,EQR,21142,2000,1,3
David Neithercut,EQUITY RESIDENTIAL,2018,EQR,63.67,72.95,9.28,14.58,3.42,5.32,1.9,65.0,66.68,1.68,2.58,1.69,2.02,0.33,67.05,67.13,0.08,0.12,0.63,1.03,0.4,EQR,21144,2000,9,19
Bruce Duncan,EQUITY RESIDENTIAL,2005,EQR,35.99,46.07,10.08,28.01,2.66,3.94,1.28,38.55,41.89,3.34,8.66,1.41,2.04,0.63,39.8,40.09,0.29,0.73,1.41,0.53,-0.88,EQR,24621,2002,12,4
John Fiedler,BORGWARNER INC,2003,BWA,6.13,7.08,0.95,15.5,0.7,1.22,0.52,5.21,5.62,0.41,7.87,0.31,0.34,0.03,5.51,5.84,0.33,5.99,0.09,0.09,0.0,BWA,13718,2000,1,4
James Verrier,BORGWARNER INC,2018,BWA,43.97,36.24,-7.73,-17.58,3.51,3.39,-0.12,44.7,40.26,-4.44,-9.93,1.48,1.73,0.25,44.36,41.87,-2.49,-5.61,1.33,2.18,0.85,BWA,42879,2011,6,8
Frances Rathke,KEURIG DR PEPPER INC,2015,KDP,59.35,80.23,20.88,35.18,7.38,5.66,-1.72,69.27,77.34,8.07,11.65,3.44,2.08,-1.36,71.95,75.82,3.87,5.38,1.15,2.9,1.75,KDP,34012,2007,1,9
Brian Kelley,KEURIG DR PEPPER INC,2015,KDP,59.35,80.23,20.88,35.18,7.38,5.66,-1.72,69.27,77.34,8.07,11.65,3.44,2.08,-1.36,71.95,75.82,3.87,5.38,1.15,2.9,1.75,KDP,45261,2013,1,3
Ozan Dokmecioglu,KEURIG DR PEPPER INC,2022,KDP,35.94,36.69,0.75,2.09,1.35,1.47,0.12,37.92,36.26,-1.66,-4.38,0.59,1.19,0.6,37.75,37.53,-0.22,-0.58,0.56,0.4,-0.16,KDP,58672,2018,4,5
Arne Sorenson,MARRIOTT INTL INC,2021,MAR,103.02,147.26,44.24,42.94,20.14,10.17,-9.97,123.95,144.43,20.48,16.52,9.08,8.92,-0.16,125.07,135.03,9.96,7.96,4.25,10.78,6.53,MAR,20993,2000,2,22
Roy Whitfield,INCYTE CORP,2001,INCY,47.97,18.18,-29.79,-62.1,24.24,3.98,-20.26,31.42,19.83,-11.59,-36.89,4.88,5.42,0.54,26.71,25.81,-0.9,-3.37,2.39,2.93,0.54,INCY,15392,2000,1,2
Paul Friedman,INCYTE CORP,2014,INCY,28.98,57.11,28.13,97.07,10.02,9.3,-0.72,43.51,61.95,18.44,42.38,4.99,5.06,0.07,48.7,60.6,11.9,24.44,1.86,5.29,3.43,INCY,23532,2001,1,14
Earnest Deavenport,EASTMAN CHEMICAL CO,2001,EMN,22.15,22.31,0.16,0.72,2.3,3.2,0.9,21.26,24.28,3.02,14.21,1.89,1.26,-0.63,23.43,22.97,-0.46,-1.96,0.98,0.78,-0.2,EMN,1603,2000,1,2
Simon R. Wadsworth,MID-AMERICA APT CMNTYS INC,2009,MAA,47.37,38.04,-9.33,-19.7,8.0,6.83,-1.17,35.97,28.91,-7.06,-19.63,5.1,2.66,-2.44,35.18,31.02,-4.16,-11.82,2.5,1.84,-0.66,MAA,30247,2003,1,7
Gregory Sandfort,TRACTOR SUPPLY CO,2020,TSCO,19.65,24.19,4.54,23.1,1.41,4.83,3.42,18.98,17.92,-1.06,-5.58,0.41,1.55,1.14,18.92,18.48,-0.44,-2.33,0.42,0.31,-0.11,TSCO,28409,2008,1,13
Luther Kissam,ALBEMARLE CORP,2020,ALB,72.58,95.62,23.04,31.74,7.73,32.64,24.91,70.64,70.54,-0.1,-0.14,5.91,13.34,7.43,77.44,86.8,9.36,12.09,4.14,3.82,-0.32,ALB,29189,2003,2,18
Walter Rakowich,PROLOGIS INC,2012,PLD,33.06,38.87,5.81,17.57,2.19,2.09,-0.1,34.69,37.93,3.24,9.34,1.01,1.94,0.93,33.71,35.47,1.76,5.22,0.55,0.78,0.23,PLD,26149,2001,12,12
John Seiple,PROLOGIS INC,2005,PLD,35.64,42.22,6.58,18.46,2.67,3.42,0.75,38.8,38.54,-0.26,-0.67,1.55,0.87,-0.68,40.44,38.61,-1.83,-4.53,0.4,0.96,0.56,PLD,26151,2001,1,5
Jeffrey Schwartz,PROLOGIS INC,2008,PLD,58.49,44.22,-14.27,-24.4,3.64,13.99,10.35,61.16,51.35,-9.81,-16.04,3.02,2.29,-0.73,58.61,51.79,-6.82,-11.64,2.73,1.86,-0.87,PLD,26150,2002,1,7
Guy Jaquier,PROLOGIS INC,2013,PLD,37.06,39.16,2.1,5.67,3.27,1.82,-1.45,40.63,37.71,-2.92,-7.19,2.29,1.5,-0.79,37.89,39.05,1.16,3.06,1.23,0.97,-0.26,PLD,26276,2009,7,5
John Bartling,INVITATION HOMES INC,2017,INVH,21.05,22.19,1.14,5.42,0.49,0.81,0.32,21.05,21.57,0.52,2.47,0.49,0.18,-0.31,21.05,21.57,0.52,2.47,0.49,0.18,-0.31,INVH,62264,2015,3,3
Thomas Lewis,REALTY INCOME CORP,2013,O,42.25,40.4,-1.85,-4.38,3.5,2.29,-1.21,41.59,39.07,-2.52,-6.06,1.79,1.19,-0.6,40.01,38.57,-1.44,-3.6,1.41,0.62,-0.79,O,33446,2006,9,8
John Case,REALTY INCOME CORP,2018,O,52.47,66.12,13.65,26.01,2.68,4.76,2.08,55.08,59.79,4.71,8.55,1.4,2.96,1.56,55.7,56.51,0.81,1.45,0.9,1.68,0.78,O,41391,2010,10,9
Gary Perlin,CAPITAL ONE FINANCIAL CORP,2013,COF,55.38,64.75,9.37,16.92,3.56,7.14,3.58,58.61,54.67,-3.94,-6.72,2.08,1.74,-0.34,59.49,54.16,-5.33,-8.96,2.85,2.44,-0.41,COF,27626,2003,2,11
Stephen Crawford,CAPITAL ONE FINANCIAL CORP,2017,COF,77.83,89.53,11.7,15.03,9.52,8.13,-1.39,87.55,81.47,-6.08,-6.94,4.24,2.34,-1.9,83.24,80.34,-2.9,-3.48,1.47,1.63,0.16,COF,29008,2013,5,5
Gary Philbin,DOLLAR TREE INC,2020,DLTR,93.66,103.12,9.46,10.1,12.52,8.31,-4.21,94.68,93.84,-0.84,-0.89,3.63,5.78,2.15,98.28,89.79,-8.49,-8.64,2.7,2.13,-0.57,DLTR,31932,2006,9,15
Michael Witynski,DOLLAR TREE INC,2022,DLTR,124.23,150.8,26.57,21.39,25.63,9.77,-15.86,156.48,160.82,4.34,2.77,11.38,8.93,-2.45,152.9,156.64,3.74,2.45,13.97,3.12,-10.85,DLTR,55149,2017,6,6
R. Yost,CENCORA INC,2011,COR,34.91,38.14,3.23,9.25,4.45,1.58,-2.87,41.01,39.13,-1.88,-4.58,0.72,1.86,1.14,41.01,41.04,0.03,0.07,0.39,1.68,1.29,COR,20354,2000,7,12
Clarence Otis,DARDEN RESTAURANTS INC,2014,DRI,44.37,56.76,12.39,27.92,2.13,6.07,3.94,42.24,48.5,6.26,14.82,1.91,3.22,1.31,44.3,44.66,0.36,0.81,1.47,1.27,-0.2,DRI,19771,2000,10,15
Kieran Gallahue,RESMED INC,2011,RMD,31.9,29.58,-2.32,-7.27,1.8,2.42,0.62,33.36,31.57,-1.79,-5.37,1.21,1.15,-0.06,33.0,32.08,-0.92,-2.79,1.16,0.51,-0.65,RMD,27254,2003,2,9
James Collins,CORTEVA INC,2021,CTVA,37.02,48.36,11.34,30.63,7.87,5.91,-1.96,46.82,43.75,-3.07,-6.56,1.42,1.31,-0.11,46.34,44.49,-1.85,-3.99,1.74,0.95,-0.79,CTVA,48584,2018,6,4
Timothy McLevish,CARRIER GLOBAL CORP,2020,CARR,22.77,43.44,20.67,90.78,5.98,7.22,1.24,28.29,36.29,8.0,28.28,2.25,2.62,0.37,30.0,32.87,2.87,9.57,0.59,0.91,0.32,CARR,20860,2020,10,1
Raymond Betler,WABTEC CORP,2019,WAB,90.18,71.19,-18.99,-21.06,14.48,7.78,-6.7,72.08,70.88,-1.2,-1.66,2.0,4.31,2.31,71.83,75.36,3.53,4.91,1.38,1.54,0.16,WAB,39333,2009,4,11
Constantine Iordanou,ARCH CAPITAL GROUP LTD,2018,ACGL,31.63,28.4,-3.23,-10.21,1.1,1.5,0.4,31.98,29.42,-2.56,-8.01,1.25,0.84,-0.41,30.47,30.11,-0.36,-1.18,0.49,0.65,0.16,ACGL,29162,2002,1,17
Dwight Evans,ARCH CAPITAL GROUP LTD,2004,ACGL,3.83,4.41,0.58,15.14,0.29,0.24,-0.05,4.13,4.71,0.58,14.04,0.21,0.14,-0.07,4.33,4.73,0.4,9.24,0.07,0.19,0.12,ACGL,29164,2002,1,3
Ralph Jones,ARCH CAPITAL GROUP LTD,2007,ACGL,6.68,7.75,1.07,16.02,0.5,0.34,-0.16,7.43,7.3,-0.13,-1.75,0.22,0.11,-0.11,7.53,7.3,-0.23,-3.05,0.09,0.12,0.03,ACGL,29165,2003,1,5
David McElroy,ARCH CAPITAL GROUP LTD,2016,ACGL,22.35,24.77,2.42,10.83,1.91,1.99,0.08,24.58,22.8,-1.78,-7.24,0.83,0.54,-0.29,23.67,22.39,-1.28,-5.41,0.43,0.46,0.03,ACGL,44449,2012,1,5
